video_id,instance_id,query
49CA1JH-fTw,0,the corgi is eating some leaves
4Ak0n2EzphI,0,a cat is climbing up the fences
4CZjVBpRQtM,0,man in uniform walking on the bottom left
4CZjVBpRQtM,1,man in uniform walking at last in the second row from left
4CZjVBpRQtM,2,Large guy is walking in the middle of the street
4CZjVBpRQtM,3,bottom right man in uniform walking on the street
4DIsfDhf-U8,0,a colorful parrot is jumping
4GNZfsibs7E,0,a black and white cat is walking
4HH2NsDWPEc,0,a man is jumping and running
4KSYpcSrKSE,0,Woman standing near sand
4KSYpcSrKSE,1,guy in white shirt standing on the right
4KSYpcSrKSE,2,a man with black shirt is jumping
4KSYpcSrKSE,3,a man in black is running and jumping
4O8mr9iSBdw,0,a man is running in the forest
4PcL6-mjRNk,0,Brown dog is running for the ball
4PcL6-mjRNk,1,the dog is running
4QrlPmK4B94,0,the person in black and red is sprinting
4QrlPmK4B94,1,a man in white jersey is running
4QrvLoxFAM4,0,man climbing on the right
4QrvLoxFAM4,1,man climbing on left
4RdXzesRzvw,0,Cat is running on the grass
4THg1hTk7JE,0,white dog eating
4URaexb9uDw,0,The bird is searching food in the water
4Ufh1Mwv1rI,0,the scion brand car is driving on a road
4VrkTnjB6j0,0,baby climbing onto the couch
4WOut2ptwWc,0,the dog is catching the frisbee
4ZKO9NeBhHg,0,big black car is falling down the hill
4_36zVJDHe0,0,a bird is climbing up
4_ITertK6K0,0,the person is climbing
4cwJEqSzXbg,0,white car rolling our of the road
4d5PQu7i9TU,0,baby climbing stairs
4d5PQu7i9TU,1,the dog is holding a tug toy
4d5PQu7i9TU,2,man walking behind the baby
4eft6D3PbHI,0,Green parrot is faking to be a dead on the table
4eft6D3PbHI,1,the man is shooting a bird with a pistol
4ehawC6iiZQ,0,parrot lying down
4ez0EQpnUW8,0,man in black shorts rolling
4ez0EQpnUW8,1,topless man crawling on the left
4ez0EQpnUW8,2,a man is standing then sitting
4ez0EQpnUW8,3,man in yellow shirt and black shorts crawling on the right
4f8qMgALT_Y,0,baby rolling
4fmY-4AMXXE,0,dog is rolling on the ground
4i6H57pU5Fc,0,a baby is standing on the right
4i6H57pU5Fc,1,lady sitting on the ground
4k56VzjQY2s,0,bird walking in the grass
4kOmkuJ0CoU,0,the person in blue is walking
4ltpjuovmPM,0,a man in dark shirt is walking
4ltpjuovmPM,1,the bespectacled woman is walking
4ltpjuovmPM,2,Guy in white shirt and black pants walking in front
4mOO8ASGbF8,0,Mother duck is leading the group of baby ducks
4mOO8ASGbF8,1,Small cute duck on the left following his mother
4mOO8ASGbF8,2,a small duck is walking in the middle
4mgdI7zLdGw,0,a man in white pant is walking
4mgdI7zLdGw,1,a white dog is following his owner
4mjxwKlsaUw,0,Man in black coat throwing a ball to a dog
4mjxwKlsaUw,1,dog is jumping over hurdle
4mjxwKlsaUw,2,a red car is parked
4mjxwKlsaUw,3,a ball is thrown by a man and caught by a dog
4oYv3cxuwwc,0,baby in white walking next to a woman
4oYv3cxuwwc,1,Woman sitting on the floor
4oYv3cxuwwc,2,a green ball is in hands of a woman
4oqMiniu9uA,0,a man is eating a sandwich
4s8-C7HcWbA,0,Orange cat jumping from the car to the roof
4vHTWnxmHWc,0,the blue bird is jumping
4vHTWnxmHWc,1,a green bird on the right is walking on a stick
4wLoOodR3U0,0,a man with red shirt is jumping in a competition
4xNTw6cEicA,0,Man is throwing a bowling ball
4xNTw6cEicA,1,a ball is moving in a bowling floor
4xWzj1lqLp8,0,the cat is eating flowers
508xrJNlrE4,0,dog eating apple
508xrJNlrE4,1,a man giving an apple to his dog
51jY7qRrqNA,0,black cat rolling on the floor
524cMKJukFM,0,cat jumping onto a roof
54UpXB8kd5M,0,a man is rolling in the grass
54aJXmDnyXQ,0,a small car walking
550_Zk52K0o,0,Cat rolling on the bed
55flVWE0wkA,0,man walking on the right
55flVWE0wkA,1,lady walking
56GdOG7MONY,0,baby is lying on the bed
56oHsMiQ8QY,0,black dog walking on the grass
57AYg0BbqjY,0,person lying on the floor 
57AYg0BbqjY,1,black dog crawling on the carpet
57nU5wPDef4,0,a bird is eating food
58ehMXOun1I,0,a cat is jumping and playing with a toy
58rYwU1Rnpw,0,mama duck walking
58rYwU1Rnpw,1,the baby chick on the left is following its mother
58rYwU1Rnpw,2,Baby duck behind its mother walking
58rYwU1Rnpw,3,small duck walking with mama duck
58rYwU1Rnpw,4,Little baby duck is following a mother duck
58rYwU1Rnpw,5,a baby duck is walking in the middle
58xVk48t4GI,0,baby climbing
597j9KkG37U,0,a cute white golden retriever is walking besides its owner
59wKCYDHWZY,0,bird climbing
5BTwZJWHqmk,0,black dog jumping over the obstacles
5BTwZJWHqmk,1,a green woman is running
5C8dVmyrUrk,0,baby walking in the room
5DBI7LoAEkE,0,man playing frisbee with a dog
5DBI7LoAEkE,1,a dog is jumping up to catch a frisbee
5DEOQzI8_Mc,0,man in black top crawling
5DEOQzI8_Mc,1,naked man is crawling in the sand
5DEOQzI8_Mc,2,Half naked guy rolling in the back
5DIZA8MuV90,0,Car is rolling on the road during night
5DLdz3LvYcs,0,yellow bird climbing onto the bed
5EQO8sB7qEk,0,Woman is crawling on the grass like spiderman
5HWNziFGRMQ,0,ball rolling
5Kt_pi1z1sA,0,woman in green vest walking with a dog
5Kt_pi1z1sA,1,White black dog is walking near the car
5L28TM48bF0,0,white dog rolling on the floor
5M70V_qw8Z0,0,a woodpecker is pecking a tree
5MgnA8i9GJE,0,man in red shirt shooting a basketball
5MgnA8i9GJE,1,a ball is flying toward the basket
5MgnA8i9GJE,2,a man in white short pant is throwing the ball
5MgnA8i9GJE,3,Orange ball flying on the basketball court
5NvhocSFVso,0,dog crouching on the floor
5NvhocSFVso,1,dog standing on the right
5P5akoQ_eNI,0,woman climbing rocks in the middle
5Ph_xsAPBiA,0,Small black puppy crawling on the floor
5QttImm9ubE,0,Green ball laying on the wooden floor
5SCT6ED01-A,0,baby rolling
5X3tJQtytiU,0,the dog is walking
5X3tJQtytiU,1,man walking with a brown dog
5XeeMWR4q7Y,0,cat climbing the pole
5Z4WHfoTVOg,0,man is playing basketball
5Z4WHfoTVOg,1,an orange ball is flying on the air
5ZF6NsvZ6-o,0,bird flying in the sky
5Z_kDOb22uk,0,Dog is running in the garden
5ZzWG2dYzMs,0,Half naked guy is climbing the rock
5_ONVWEUAcg,0,the baby is trying to get the green ball
5_ONVWEUAcg,1,Green ball with smile on it is rolling on the floor
5buxh1U3c3Q,0,girl in a dress walking in the middle
5czaHWfzwuw,0,black dog rolling on the lawn
5czaHWfzwuw,1,woman crawling on the grass
5d0dRFMFEwc,0,Bird looking at the water
5hMVgU7tgMM,0,Girl in the black jacket throwing discs to the dog
5hMVgU7tgMM,1,the dog is jumping
5hZMd1s5aMw,0,Yellow ball is rolling on the grass
5hZMd1s5aMw,1,White dog is pushing a yellow ball
5hZrRU67r78,0,car flying
5j0VBiyOYTY,0,Man is crawling on the floor
5kMTHwjy6Z8,0,a car is flying on the air
5ms_cdQzkwE,0,a yellow bird is rolling on a couch
5nRfHtkqGkk,0,the person is playing with a bird
5nRfHtkqGkk,1,a green parrot is rolling on the table
5nulXM5hxvI,0,cat with back lights on running on the road
5s0OPsKgM7s,0,dotted cat running 
5s0OPsKgM7s,1,someone on the right is training a wild animal outside in the forest
5tJAyNxig_A,0,man jumping over the balcony
5umStCF7m6Q,0,a guy is doing fitness
5umStCF7m6Q,1,a red ball is seated on the right
5umStCF7m6Q,2,A ball with blue white color sitting on the left
5yllYuPMpv0,0,a baby is rolling in his bed
5zbKfGSycSw,0,a guy with white karate uniform is rolling 
5zjG5LL_muw,0,a black car is jumping up and down
5zjG5LL_muw,1,the man in black is walking near a car hopping up and down
610oOuqMPJQ,0,truck jumping
610oOuqMPJQ,1,a man in black is watching
61aoQTZhNq0,0,a yellow car is jumping up an down
62h4AOrELo4,0,a black bird is walking
62h4AOrELo4,1,a person is walking back
64CDKLMiTGY,0,a car is rolling
64YpE9Pgsgk,0,Woman in pink orange shirt and denim shorts standing near tractor
64YpE9Pgsgk,1,a car is jumping on the air
64hkbU76XAk,0,a car is climbing up a shelf
64kPeduPTwE,0,the light brown dog is running
64kPeduPTwE,1,woman sitting at the table
64lbcmIhb28,0,woman standing next to a white dog
64lbcmIhb28,1,White dog jumping a rope
64lbcmIhb28,2,a brown dog is sitting
65BFsj3RUXQ,0,the dog is crawling with a ball in its mouth
67Y6h4rSLms,0,kid crouching on the floor
68nDn05iAgw,0,dog running
69KmT_eFkFA,0,Green parrot climbing down the wooden stairs
69tD8y2r2pU,0,The dog jumping near the house corner
6BbapyqbWs4,0,white and blue racing car running on the road
6CkAfx1E58M,0,a person is jumping over s stick
6EBCqFHofX4,0,bird walking on the sand
6I4AXKzY_nQ,0,Baby girl in pink costume walking in the corridor
6I4AXKzY_nQ,1,Mother following her baby in the corridor
6Iw8rbbRZs4,0,soldier crouching on the ground
6J8KkTOhH_c,0,a cat is rolling on the ground
6JMh_oA23EU,0,a woman in green shirt is standing and talking with her phone
6JMh_oA23EU,1,the man is walking and looking at his phone
6JMh_oA23EU,2,woman in white top walking next to a man
6Jpbm-5Hrmg,0,parrot jumping on the table
6K0dWUvUwcg,0,a guy with blue cap is watching a yellow car
6K0dWUvUwcg,1,Orange car is jumping on the streets
6KAonV0ej4c,0,a black and white dog is running in front
6KAonV0ej4c,1,black cat running with a dog
6KAonV0ej4c,2,the soccer ball is laying in the grass
6NA-ccJ1BpM,0,a blue car is parked
6NA-ccJ1BpM,1,white cat is walking on the road
6OFRWtBFonY,0,cat sitting by the wall watching another baby cat
6OFRWtBFonY,1,a cat is running
6PEVvVEiVp0,0,cat rolling on the carpet
6Rdq_umMifo,0,a colorful ball is jumping up and down
6S7yegBNGUI,0,a baby is rolling on the floor
6SDxOy-F3gs,0,bird flying over the water
6UHK6Z6wsU8,0,woman in black walking on the left
6UHK6Z6wsU8,1,Man in brown jacket and black pants walking in the middle of the street
6UHK6Z6wsU8,2,Lady with gray white clothes and black pants walking with blue bag on her shoulder
6UHK6Z6wsU8,3,woman in gray clothes and black pants walking with a black bag on her shoulder
6UHK6Z6wsU8,4, a woman in black and red bag is walking
6UHK6Z6wsU8,5,Long hair lady walking with a white bag white bag on her shoulder
6YIdUkJO7TA,0,a black dog is walking with its friend on the snow
6YIdUkJO7TA,1,White black dog walking in front
6YIdUkJO7TA,2,black and brown dog walking in the snow
6YWh0m6z7ko,0,man in white eating burgers
6Z2cBdleo2U,0,dog jumping into the water
6ajkB3SUtF8,0,cat eating on the carpet
6cAnW7ImpuY,0,a dog is playing on the field
6cQFypxxnlQ,0,man in the yellow shirt is running first in the run
6cQFypxxnlQ,1,man in greenish tracksuit running on the middle track
6cQFypxxnlQ,2,Man in yellow shirt and black shorts is running during competition
6cQFypxxnlQ,3,a man in red is running
6cQFypxxnlQ,4,the first man from the bottom is running
6cQFypxxnlQ,5,a runner on the left of another runner with yellow shirt is running in a race
6cQFypxxnlQ,6,man in blue tracksuit is running during competition
6cQFypxxnlQ,7,man in blue shirt and black shorts running on the most far track
6cQFypxxnlQ,8,man in white top and black pants standing on the running track
6eeULuHD07Y,0,gray bird climbing
6fAkO0STivA,0,baby crawling on the bed
6gwZ6MPYW_Y,0,bird flying above the man in yellow shirt
6gwZ6MPYW_Y,1,Bird with large wings flying in the sky close to the man
6gwZ6MPYW_Y,2,the person in yellow is running
6gwZ6MPYW_Y,3,bird flying in the sky
6hDL1unsEIg,0,the volkswagen van is hopping up and down on hydraulics
6hDL1unsEIg,1,Black car standing behind the orange van
6hDL1unsEIg,2,a man with yellow shirt on the left is walking
6hZDq3zpGR4,0,bird rolling 
6i4MbsIgeBI,0,man jumping on the trampoline
6i4MbsIgeBI,1,a green ball is flying on the air
6jjZiv9gHOU,0,Red car is driving towards the camera
6jjZiv9gHOU,1,racing car running on the left
6jjZiv9gHOU,2,purple racing car running on the road
6kZb7DJE1MA,0,car jumping into the water
6lROYRMV9bQ,0,baby is climbing over the fence
6lROYRMV9bQ,1,baby climbing over the fence
6nThdUd6Kpg,0,yellow bird is eating in the cage
6nThdUd6Kpg,1,a white bird standing on the left
6nThdUd6Kpg,2,Green wavy parrot jumping in the cage
6nThdUd6Kpg,3,White parrot is walking inside the cage
6oTMosZ76b8,0,man bouncing a golf ball
6oTMosZ76b8,1,Golf ball jumping on the golf club
6pQpP0-RW30,0,the woman in the middle is walking
6pQpP0-RW30,1,man with a backpack walking
6pQpP0-RW30,2,a man in white and black shirt is walking on the left
6sGQPMg4Gqc,0,cat climbing the fence
6sGQPMg4Gqc,1,Pink ball is siting on the top of the fence
6sywCf6zdbY,0,the white and black cat is looking at a ball
6sywCf6zdbY,1,the pink ball is touched by the cat
6sywCf6zdbY,2,a street cat between two different cats is following a pink ball 
6sywCf6zdbY,3,black white cat sitting at the back
6tGXp8km9AY,0,a baby is walking
6voFQTee0g8,0,Woman in pink top is exercising in the gym
6voFQTee0g8,1,Man in dark blue shirt changing barbells
6yIq4s6tpx8,0,man in blue shirt eating on the left
6yIq4s6tpx8,1,a man on the right is eating food
6z8A0wvF_n8,0,person in blue shirt rolling the ball
6z8A0wvF_n8,1,Bowling ball is running towards ninepins
6zDtWmTtztg,0,guy releasing ball 
6zDtWmTtztg,1,Yellow ball is bouncing on the table
6zzZqXp0TMQ,0,green bird standing on the tree
6zzZqXp0TMQ,1,a yellow bird on the right is climbing up a tree
7-1vLsnfU8o,0,a cat is rolling on the ground
74-3AGfCzug,0,a car is rolling down a hill
75RZ1Ts-RiQ,0,baby climbing the stairs
75wP1T1mOnA,0,Bird poking another bird with its beak
75wP1T1mOnA,1,bird lying on the ground
76d6ONbUx1A,0,Woman crawling in the sand using only hands
77CtRWUggp4,0,a man is standing on the right and watching the competition
77CtRWUggp4,1,Man in blue jacket standing on the right
77CtRWUggp4,2,the number 6 black greyhound is running in a dog race
77CtRWUggp4,3,a dog with yellow cover is running
77CtRWUggp4,4,dog in purple running
77CtRWUggp4,5,a brown dog is running on top
77CtRWUggp4,6,black horse running first
77CtRWUggp4,7,the greyhound from gate 3 is running in a race
79OZZyQ5ytg,0,car flying in the sky
7ACY983bmYk,0,a wild cat is crawling through a tree
7AikGrh0SHA,0,man rolling on the ground
7AivXssjGOM,0,the dog is crawling along in the grass
7CBUAxePC0M,0,woman in red dress walking on the left
7CBUAxePC0M,1,the man is walking along with a drink in his hand
7CBUAxePC0M,2,Woman in blue shirt is walking on the street
7CBUAxePC0M,3,man in red top walking on the right
7FPFcJVNy2Y,0,Black dog on a leash is running on the pink carpet
7FPFcJVNy2Y,1,Man in white shirt running with the dog on the pink floor
7FPFcJVNy2Y,2,black dog walking with a man
7FlC-LxR6ko,0,Cat climbing the gray curtains
7Fnt5lYhHMc,0,Gray car jumping into the water
7HhWb3NuN3c,0,brown dog rolling on the floor 
7IKQEgcISC8,0,White kitten is rolling on the floor
7IKQEgcISC8,1,Gray cat laying on the floor without any movement
7M2PTTPIJZ0,0, big white blob on the left is rolling down a hill
7M_HU6Gtckk,0,two guys in the color shirts standing near the car
7M_HU6Gtckk,1,a man in white and black striped shirt is standing on the right
7M_HU6Gtckk,2,green car jumping up and down
7NcP-KZr7g4,0,Black cat is drinking milk
7Rbqy5dPeqM,0,dog eating watermelon
7RvE4D1lwjE,0,a bird is flying
7SjX7A_FR6g,0,Monster car flying from the trampoline
7SwrY4qOjSM,0,baby pushing the basket in front of him
7TozDC-bEzs,0,Orange cat is walking on the parquet
7UG3Qmg3BoE,0,Black cat in the shadow eating something from the floor
7UZw8PMpT4U,0,black bird walking on the ground
7V0e554D7nY,0,a dog is crawling
7V3EwEoPF7Q,0,black dog is walking in large pavilion
7V3EwEoPF7Q,1,Woman in black jacket walking backwards with the dog
7WfL3dVEgeQ,0,the person is climbing rocks
7XLK5QlNihw,0,Black cat is jumping in the room
7XLK5QlNihw,1,the cat is laying on the carpet
7XQZEN0vm5o,0,a white cat is rolling on the ground
7ZICknA76oI,0,blue car rolling on the road
7ZICknA76oI,1,a white car is moving very fast on the bottom
7ZICknA76oI,2,the racecar is racing
7aLcRx4hOy8,0,yellow dog rolling on the grass
7aLcRx4hOy8,1,white dog walking on left
7bud84dpeXo,0,Guy in green shirt shooting the ball
7bud84dpeXo,1,Ball flying towards the basket
7bud84dpeXo,2,basketball bouncing up towards the man
7bud84dpeXo,3,man in black top standing in the back
7bud84dpeXo,4,man standing under the basket
7cBmH_7mXy4,0,cat running in the room
7ccu6yE3gyI,0,Guy throwing up the ball
7ccu6yE3gyI,1,White ball jumping on the grass
7cqOEr_yfak,0,the dog is running
7iZTXkmaTno,0,a white cat is walking outside on a street 
7kHABp2pcV0,0,Red white sport car running around the corner
7kV4-ziw4pU,0,a guy is doing a basketball trick in a stadium
7kV4-ziw4pU,1,a ball is flying on the air
7kVYn8kUCHU,0,a white dog is walking and playing
7kVYn8kUCHU,1,man walking with a dog on the lawn
7kuUHEyCV9g,0,Monster car is rolling over in the air
7kuUHEyCV9g,1,The monster car is jumping from the dirt hill
7kuUHEyCV9g,2,monster car is jumping in the right bottom corner
7mXh-LeQb3A,0,a yellow ball is sitting on the left
7mXh-LeQb3A,1,ball bouncing up and down
7mcT2mnlBPQ,0,car rolling down the hill
7pIgSNsTiCg,0,a dog is walking on a treadmill 
7pkVS7QmuxA,0,Guy is eating a burger
7qK3yUlcY14,0,a black dog is running in the water
7skKj6mBuII,0,car rolling down the hill
7tFm22ABdzg,0,a man is eating food
7vuw453BbDU,0,the kid is walking
7vuw453BbDU,1,Person in dark suit holding a toy
7wQHn3oY4Lo,0,orange ball on the bottom
7wQHn3oY4Lo,1,a ball is rolling in a bowling field
7wV49Q9mpUI,0,man in black rolling on the floor
7yZ3kp_IMk0,0,Man is jumping a triple jump
7yZ3kp_IMk0,1,man in white shirt standing on the grass
7zYHexR2_2M,0,a man with white jersey in the middle is throwing a ball
7zYHexR2_2M,1,The ball is dribbled by a guy with the number thirteen
7zYHexR2_2M,2,Man in black running and catching a basketball
7zZLOjwPzfg,0,White dog crawling on the gray cover
806D9huPRwg,0,the bird is chasing a toy
81GzsFyWUzY,0,man climbing indoor
81UqgIySt18,0,man on the left is eating noodles
81UqgIySt18,1,a man is eating on the right
8296JrN3F18,0,Parrot is playing with carton tube
82P5m4YWkOE,0,Tiger cat rolling on the floor
83FCVWtI8Ds,0,Girl climbing very steep rock
83IG1LbKd0E,0,the black cat is running away
83IG1LbKd0E,1,white and black cat running in the back
84hC_geiftQ,0,a very tall guy is scoring a basket
84hC_geiftQ,1,woman in black shirt shooting a basketball
84hC_geiftQ,2,man on the right in black standing
84hC_geiftQ,3,basketball flying into the basket
